CARREGA
ganglion fornaaa
druggie dila
drug digressivo
drudging digressionista
drudgery digressionar
drudger digressao
drudge digno
drubbing dignitairio
drubber dignificar
drub dignificante
drowsy dignificador
drowse dignidade
drowning dignar
drowner digitar
drown digitalizar
drove digital
drover digitaaao
drove digestor
drought digestivo
drottningholm digestibilidade
dross digestaavel
drosophila digestao
droptests digerir
droptesting digenia
droptested digenatico
droptest diganese
dropsy digaistrico
dropsical difusor
dropshots difuso
dropshot difusivo
dropping difusibilidade
dropper difusaavel
dropouts difusao
dropout difundir
droplet difteria
dropkicks diftarico
dropkick difrativo
dropin difratar
drophead difraaao
dropforging dificultoso
drop dificultar
droopy dificuldade
drooping dificilmente
droop dificaalimo
droolers diferir
drooler diferente
drool diferendo
droning diferenciar
droner diferencial
drone diferencial
dromedary diferenaar
drolly diferenaa
droll difamatario
drollery difamar
droll difamante
drogue difamador
drm difaisico
drizzly difaacil
drizzlingly dietista
drizzle dietatico
driving dietatica
driveway dieta
driver diesel
drivenness diencafalo
drivelling dielatrico
driveller diego
drivel diedro
driveins didier
drive didatismo
drivable didata
drippy didaitico
dripping didaitica
dripdry dicotomismo
drip dicotomia
drinking dicotiledaneo
drinker dicotamico
drinkdriving dicionarizar
drinkable dicionarista
drink dicionairio
drillmaster dicaao
drilling dica
driller diaxido
drill diatribe
driftwood diatonismo
drifting diatanico
drifter diastrofismo
drift diaspiro
driest diarreico
drier diarreia
driblet diarese
dribbler diaptrico
dribble diaptrica
dreyfuss diapositivo
drexel diapasao
drew dianteiro
drews dianteira
dressy diante
dressmaking diana
dressmaker diana
dressing diametral
dresser diamantino
dressage diamantino
dress diamantina
dresden diamante
drencher diamantaafero
drench dialogaastico
dreg dialogar
dredging dialogal
dredger dialetologia
dredge dialeto
dreary dialetal
drear dialatico
dreamy dialatica
dreamworlds diaispora
dreamworld diairio
dreamlike diairio
dreamless diairia
dreamland diailogo
dreaming diailise
dreamingly diaifora
dreamer diaifano
dreamboat diaicono
dream diagrama
dreadnought diagonal
dreadlocks diagnosticar
dreadful diagnose
dreader diagnastico
dread diafragmaitico
dray diafragma
drawstring diafonia
drawnout diadrico
drawling diacronia
drawler diacraatico
drawl diacranico
drawingroom diaconia
drawing diacho
drawer diacastico
drawee diacastica
drawbridge diabrura
drawback diabrete
drawable diabolizar
draw diabolismo
dravidian diabo
draughty diabo
draughtswomen diabetes
draughtswoman diabete
draughtsperson diabatico
draughtsmen diabalico
draughtsmens diametro
draughtsmanships dia
draughtsmanship dezrais
draughtsman dezoito
draught dezena
drat dezembro
drastic dezassete
drapery dezasseis
draper dezanove
drape dez
drank dextralidade
dramaturgy dextra
dramatizer devoto
dramatize devotar
dramatization devorar
dramatist devorante
dramatisers devorador
dramatiser devolver
dramatise devoluto
dramatisation devolutivo
dramatical devolutario
dramatic devoluaao
dramamine devocionairio
drama devoaao
dram devirmos
drakensberg devirias
drake deviriam
drainpipe deviria
drainingboards deviria
drainingboard devires
drainer deviremos
drainage devirem
drain devireis
dacarailleurs devirei
dacarailleurs devirdes
dacarailleur devirao
draggy devirais
dragoon devirai
dragonfly deviraaeis
dragonflies deviraaamos
dragon devir
dragnet devir
dragging devinhas
dragger devinham
drag devinha
drafting devinha
drafter devindo
draftee devindes
draft devinde
dracula devimos
draconian devim
drachma deviestes
drab devieste
drabber deviesses
drab deviessem
dr deviesse
dacapaysacae deviesse
dacapaysaca deviermos
dozy devieres
dozing devierem
dozer devierdes
dozen devieras
dozenth devieram
dozen devieram
doze deviera
doyle deviera
doyenne devier
doyen devier
doxology deviemos
dowser devidos
dowse devido
dowry devidas
downy devidamente
downwind devida
downward deviassemos
downturn deviasseis
downtrodden deviareis
downtoearth deviaramos
downtime devesa
downswings deveres
downstream deverbal
downstairs deveras
downstage dever
downsizing devenho
downsize devenhas
downside devenhamos
downscale devenhamos
downriver devenham
downright devenham
downrange devenhais
downpour devenha
downplay devenha
downpipe devenha
downloadable deveio
downloadability deve
download devastar
downlink devastador
downland devasso
downhill devassidao
downhiller devassar
downhill devans
downhearted devaanheis
downgrade devaanhamos
downfall devaneio
downey devanear
downer devaneador
downdraught devam
downcast devam
downbeat devam
downandouts devagarinho
downandout devagar
down deuterao
dower deutario
dowelling deutarico
dowel deuses
dowdy deusdarai
dowager deusa
dow deus
dovetail deus
dove deu
dover deturpar
dovelike deturpador
doveish detroit
dovecot detrito
dovecote detrimento
dove detrator
douser detrativo
douse detraatico
dour detrais
douglass detraaao
douglashome detonar
douglas detonante
doughy detonador
doughty detivestes
doughnut detiveste
dougherty detivesses
dough detivessem
doug detivesse
douche detivesse
doubtless detivermos
doubtlessly detiveres
doubtless detiverem
doubting detiverdes
doubtful detiveras
doubter detiveram
doubtable detiveram
doubt detivera
doubloon detivera
doubling detiver
doublethink detiver
doubletalk detivemos
doublet detive
doublespeak detivassemos
doublesided detivasseis
doubler detivareis
doubleparked detivaramos
doublejointed detinhas
doubleheader detinham
doubleheaded detinha
doubleglazed detinha
doubleedged detidos
doubledeckers detido
doubledecker detidas
doubledealing detidamente
doubleday detida
doublecrossing deteve
doublecross detetor
doublechecked detetive
doublebreasted detetiva
doubleblind detetar
doublebarrelled detestar
double determos
dotty determinista
doting determinismo
doter determinativo
dote determinaastico
dotard determinar
dotage determinante
dot determinador
dostoevsky determinaaao
dossier deteriorar
dosshouse deteriorante
doss deterioraaao
dosimetry deterias
dosimeter deteriam
dose deteria
dosage deteria
dos detergente
dos deteres
dory deteremos
dortmund deterem
dorset detereis
dorsal deterei
dorothy deterdes
dorothea deterao
dormouse deterais
dormitory deterai
dormice deteraaeis
dormer deteraaamos
dormant deter
dormancy detentor
dorm detenho
dorky detenhas
dork detenhamos
doris detenhamos
doric detenham
dorian detenham
doreen detenhais
dorchester detenha
dorado detenha
dora detenha
doppler detendo
doppelgaca¤nger detendes
doping detende
dopinesses detenaao
dopiness detenaa
dopiest detemos
dopier deteaao
dopey detans
doper detaanheis
dope detaanhamos
dopant detam
dopamine detam
dopa detam
dooryard detalhe
doorway detalhar
doortodoor detalhado
doorstop desvirtuar
doorstep desvirilizar
doorpost desvirginar
doorplate desvio
doornail desvincular
doormen desviar
doormens desviador
doormat desviacionismo
doorman desventuroso
doorknob desventurar
doorkeeper desventura
doorkeep desventrar
doorhandles desvenerar
doordie desvendar
doorbell desvelar
door desvario
dooper desvariar
doomsday desvanecer
doomladen desvanecedor
doom desvalorizador
doolittle desvalorar
dooley desvalido
doodler desvairo
doodlebug desvairar
doodle desusual
donny desuso
dont desusar
donovan desunir
donor desunificar
donnish desuniao
donnelly desunhar
donna desumidificar
donkey desumidificador
donizetti desumano
dongle destrutor
dong destrutivo
donegal destrutividade
doncaster destrutaavel
donative destruo
donation destruiu
donate destruirmos
donaldson destruirias
donald destruiriam
donahue destruiria
dona destruiria
don destruiremos
domino destruireis
dominique destruirei
dominion destruirdes
dominick destruirao
dominican destruirais
dominica destruirai
dominic destruiraaeis
domingo destruiraaamos
domineering destruir
domineer destruir
dominatrix destruir
dominator destruindo
dominative destruaastes
domination destruaaste
dominating destruaasses
dominate destruaassemos
dominant destruaassem
dominance destruaasseis
domiciliary destruaasse
domicile destruaasse
domesticity destruaas
domestication destruas
domesticate destruaares
domestic destruaarem
domesday destruaareis
dome destruaaras
domain destruaaramos
dom destruaaram
dollys destruaaram
dolly destruaara
doltish destruaara
dolt destruaamos
dolphin destruaamos
dolour destruamos
dolorous destruamos
dolores destruam
dolomitic destruam
dolomite destruais
dolmen destruaaeis
dolmens destruaados
dolmen destruaado
dollop destruaadas
dolling destruaada
dollar destruaaas
doll destruaaamos
doling destruaaam
dolerite destruaaa
doleful destruaaa
dole destruaa
doldrums destruaa
dolby destrua
doityourself destrua
doing destrua
doily destronar
doilies destroem
doha destroao
doh destroaar
dogys destroaador
doggypaddle destro
doggy destrinaar
dogwood destrinaador
dogtrot destrinaa
dogtooth destreza
dogtooth destreinar
dogtired destravar
dogtail destrambelhar
dogstar destrais
dogstail destrai
dogsbody destrai
dogpaddle destoar
dogooders destoante
dogooder destituir
dogmatist destituaado
dogmatism destino
dogmatically destingir
dogmatic destinatairio
dogma destinar
dogleg destinador
doglegged destilatario
dogleg destilaria
dogleg destilar
doghouse destilador
doggo destes
dogging desterroar
doggett desterro
doggerel desterrar
dogged destempero
dogfought destemperanaa
dogfish destemperadamente
dogfighting destemor
dogfight destemido
dogend deste
dogeatdog deste
dogeared destaque
doge destacar
dogcollars desses
dogcollar dessem
dogclutch desselecionar
dogbox desse
dogbiscuits desse
dogbiscuit desse
dog desrolhamento
doff desrespeitoso
doeuvre desrespeito
doesnt desrespeitar
doeskin desrespeitador
doer desrelvar
doe desregrar
dodson desrealizaaao
dodoma desratizar
dodo desratar
dodgy desquite
dodgson desquitar
dodger desquerer
dodgem desqualificativo
dodge desqualificar
dodecanese desqualificador
dodecahedron despudorado
dodecahedra despudor
dodecahedral desprover
doddery desproveito
dodder desprouvestes
dod desprouveste
documenter desprouvesses
documentation desprouvesse
documentary desprouvesse
document desprouvermos
docudrama desprouveres
doctrine desprouverem
doctrinal desprouverdes
doctrinaire desprouveras
doctorate desprouveram
doctoral desprouveram
doctor desprouvera
docomo desprouvera
dockyard desprouver
dockworker desprouver
dockside desprouvemos
dockland desprouve
docking desprouve
docket desprouvassemos
docker desprouvassem
dock desprouvasseis
docility desprouvareis
docile desprouvaramos
doc despropositar
doberman desproporaao
dobbin despronunciar
dob desprimoroso
doable desprimorar
do desprimor
dacanouement desprezo
dnieper desprezaavel
dna desprezativo
dmz desprezar
dacamodaca desprezador
dmitri despretensioso
dma despretensao
dlr desprestaagio
dla despreparo
dj despreocupar
djs desprender
djs despregar
djibouti desprazo
djellabahs desprazidos
djellaba desprazido
djakarta desprazidas
dacajaca  desprazida
dizzyingly desprazias
dizzy despraziam
dixon desprazia
dixie desprazia
dixieland desprazes
divvy desprazermos
divulge desprazerias
divot desprazeriam
divorcacaes desprazeria
divorcacaes desprazeria
divorcee desprazeres
divorce desprazeremos
divorcacae desprazerem
divorcaca desprazereis
divisor desprazerei
divisive desprazerdes
divisional desprazerao
division desprazerais
divisible desprazerai
divisibility desprazeraaeis
divinity desprazeraaamos
diving desprazer
diviner desprazer
divine desprazendo
divination desprazemos
dividing desprazem
divider desprazeis
dividend desprazei
divided desprazas
divide desprazamos
dividable desprazamos
divestment desprazam
divestiture desprazam
divest desprazais
diverting desprazaaeis
divertimento desprazaaamos
diverticulitis despraza
diverted despraza
divert despraza
diversity despraz
diversionary despraz
diversion despovoador
diversify despotismo
